full_text,text_clean,label,tokens,lemma
@tvOneNews Benarlah kata Rocky Gerung &amp  Noel. Ganjar adlh satu2nya capres di alam semesta ini yg bingung mo ngapain. Ga punya nyali utk bawa gagasan sendiri selain nyusu sama Jokowi &amp  PDIP. Otaknya udah tersandera dr semua arah.,benar kata rocky gerung noel ganjar satu capres alam semesta bingung sedangapa punya nyali bawa gagas sendiri nyusu sama jokowi pdip otak sandera semua arah,2,"['benar', 'kata', 'rocky', 'gerung', 'noel', 'ganjar', 'satu', 'capres', 'alam', 'semesta', 'bingung', 'sedangapa', 'punya', 'nyali', 'bawa', 'gagas', 'sendiri', 'nyusu', 'sama', 'jokowi', 'pdip', 'otak', 'sandera', 'semua', 'arah']",rocky gerung noel ganjar capres alam semesta bingung sedangapa nyali bawa gagas nyusu jokowi pdip otak sandera arah
@Ganjaran_app @ganjarpranowo Emang pak ganjar tak ada duanya,memang ganjar dua,1,"['memang', 'ganjar', 'dua']",ganjar
"Jawa Tengah lagi,Ganjar sibuk ke luar Semarang ??????",jawa tengah ganjar sibuk luar semarang,0,"['jawa', 'tengah', 'ganjar', 'sibuk', 'luar', 'semarang']",jawa tengah ganjar sibuk semarang
@inilahdotcom Kasian Ganjar,kasi ganjar,0,"['kasi', 'ganjar']",kasi ganjar
@DoankWarto Buzer Ganjar cumak percaya survey bayaran @yunartowijaya @saiful_mujani .,buzer ganjar cumak percaya survey bayar,2,"['buzer', 'ganjar', 'cumak', 'percaya', 'survey', 'bayar']",buzer ganjar cumak percaya survey bayar
"di Jateng aja juga Gak Gampang,Butuh Presiden untuk Naikkan Citra Ganjar ??????",jateng juga gampang butuh presiden naik citra ganjar,2,"['jateng', 'juga', 'gampang', 'butuh', 'presiden', 'naik', 'citra', 'ganjar']",jateng gampang butuh presiden citra ganjar
"@KakekHalal Yg merubah prinsip itu cuma duit &amp  jabatan, atau gimn mas @budimandjatmiko ? tp sy berkeyakinan ini bagian dr upaya menyatukan ganjar- prabowo. Kl sama2 ingin melanjutkan karya jokowi ya ngapaian jd lawan kan ??? Biar 1 xputaran &amp  hemat uang negara",rubah prinsip cuma duit jabat bagaimana saya yakin bagi upaya satu ganjar prabowo kalo sama lanjut karya jokowi ngapaian jadi lawan xputaran hemat uang negara,0,"['rubah', 'prinsip', 'cuma', 'duit', 'jabat', 'bagaimana', 'saya', 'yakin', 'bagi', 'upaya', 'satu', 'ganjar', 'prabowo', 'kalo', 'sama', 'lanjut', 'karya', 'jokowi', 'ngapaian', 'jadi', 'lawan', 'xputaran', 'hemat', 'uang', 'negara']",rubah prinsip duit jabat upaya ganjar prabowo kalo lanjut karya jokowi ngapaian lawan xputaran hemat uang negara
@Ganjaran_app @ganjarpranowo pak ganjar selalu di hati,ganjar selalu hati,1,"['ganjar', 'selalu', 'hati']",ganjar hati
@democrazymedia Jateng stadion mewah hasil ganjar aja gak ada,jateng stadion mewah hasil ganjar,2,"['jateng', 'stadion', 'mewah', 'hasil', 'ganjar']",jateng stadion mewah hasil ganjar
@Ganjaran_app @ganjarpranowo pak ganjar keren banget,ganjar keren banget,1,"['ganjar', 'keren', 'banget']",ganjar keren banget
@Ganjaran_app berantas korupsi bersama pak ganjar,berantas korupsi sama ganjar,1,"['berantas', 'korupsi', 'sama', 'ganjar']",berantas korupsi ganjar
@Ganjaran_app @ganjarpranowo pak ganjar calon pemimpin terbaik,ganjar calon pimpin baik,1,"['ganjar', 'calon', 'pimpin', 'baik']",ganjar calon pimpin baik
"@PetitahP Mempertahankan kedaulatan Negara dengan mengandalkan pesawat bekas dibeli dengan nilai fantastis, apakah orang seperti bisa diandalkan ? Ini lho capaian Pak Ganjar https://t.co/dJ96MXF1lQ",tahan daulat negara andal pesawat bekas beli nilai fantastis orang bisa andal capai ganjar,2,"['tahan', 'daulat', 'negara', 'andal', 'pesawat', 'bekas', 'beli', 'nilai', 'fantastis', 'orang', 'bisa', 'andal', 'capai', 'ganjar']",tahan daulat negara andal pesawat bekas beli nilai fantastis andal capai ganjar
@Dunianyasantai @MayaA62580468 garis vertikal ama horisontal aja lu nggak bisa bedain  kalau ada orang atau tokoh dari Partai PKS berkomentar miring atas pilihan kemeja Garis Hitam Putih  artinya Kemeja Garis Hitam Putih adalah 100 % benar  Hitam putih itu punya makna jelas yaitu Sikap Politik yg tidak abu-abu https,garis vertikal sama horisontal kamu bisa bedain kalau orang tokoh partai komentar miring atas pilih kemeja garis hitam putih arti kemeja garis hitam putih benar hitam putih punya makna jelas sikap politik tidak,0,"['garis', 'vertikal', 'sama', 'horisontal', 'kamu', 'bisa', 'bedain', 'kalau', 'orang', 'tokoh', 'partai', 'komentar', 'miring', 'atas', 'pilih', 'kemeja', 'garis', 'hitam', 'putih', 'arti', 'kemeja', 'garis', 'hitam', 'putih', 'benar', 'hitam', 'putih', 'punya', 'makna', 'jelas', 'sikap', 'politik', 'tidak']",garis vertikal horisontal bedain tokoh partai komentar miring pilih kemeja garis hitam putih kemeja garis hitam putih hitam putih makna sikap politik
@bintangku206 @aniesbaswedan @Twitter Smakin bodoh.. Bkin poling di di followers yg se frekwensi aja masih ada pemilih ganjar dan prabowo di kalangan kalian sndiri??? Makin yakin tidak milih anies klo gt harusnya... Dlm rumahbkalian sndiri aja g menang 100%,makin bodoh bikin poling ikut frekuensi masih pilih ganjar prabowo kalang kalian sendiri makin yakin milih anies kalau harus rumahkalian sendiri tidak menang,2,"['makin', 'bodoh', 'bikin', 'poling', 'ikut', 'frekuensi', 'masih', 'pilih', 'ganjar', 'prabowo', 'kalang', 'kalian', 'sendiri', 'makin', 'yakin', 'milih', 'anies', 'kalau', 'harus', 'rumahkalian', 'sendiri', 'tidak', 'menang']",bodoh bikin poling frekuensi pilih ganjar prabowo kalang milih anies rumahkalian menang
@KakekHalal Hahahaha...makin panik loe...makan tu tai ganjar ama lu??????,hahahaha makin panik kamu makan ganjar sama kamu,2,"['hahahaha', 'makin', 'panik', 'kamu', 'makan', 'ganjar', 'sama', 'kamu']",hahahaha panik makan ganjar
@Tan_Mar3M @yusuf_dumdum Ganjar punya kekuasaan wilayah dan terbukti berhasil. Lha prabowo untuk mendulang suara aja masih nebeng pak Jokowi yang plonga plongo. Ra isin,ganjar punya kuasa wilayah bukti hasil prabowo dulang suara masih nebeng jokowi plonga plongo malu,2,"['ganjar', 'punya', 'kuasa', 'wilayah', 'bukti', 'hasil', 'prabowo', 'dulang', 'suara', 'masih', 'nebeng', 'jokowi', 'plonga', 'plongo', 'malu']",ganjar kuasa wilayah bukti hasil prabowo dulang suara nebeng jokowi plonga plongo malu
"@Edwinbalox_69 @PDI_Perjuangan Siapapun bebas mengajukan Premis yg merupakan FAKTA TERBUKA. Soal PDIP menang Bersama JOKOWI Ya. Mari kita lihat apakah nanti masih Menang bersama Ganjar si Pengkhianat Pakde JOKOWI, yang demi syahwat dapat Tiket Capres , Tega Menikam Jokowi dari Belakang. Let's see !",siapa bebas aju premis rupa fakta buka soal pdip menang sama jokowi kita lihat nanti menang sama ganjar khianat pakde jokowi demi syahwat tiket capres tega tikam jokowi belakang,2,"['siapa', 'bebas', 'aju', 'premis', 'rupa', 'fakta', 'buka', 'soal', 'pdip', 'menang', 'sama', 'jokowi', 'kita', 'lihat', 'nanti', 'menang', 'sama', 'ganjar', 'khianat', 'pakde', 'jokowi', 'demi', 'syahwat', 'tiket', 'capres', 'tega', 'tikam', 'jokowi', 'belakang']",bebas aju premis fakta buka pdip menang jokowi menang ganjar khianat pakde jokowi syahwat tiket capres tega tikam jokowi
Relawan Ganjar GP Nusantara NTB Bidik Milenial dan Gen Z https,rawan ganjar nusantara bidik milenial,1,"['rawan', 'ganjar', 'nusantara', 'bidik', 'milenial']",rawan ganjar nusantara bidik milenial
Sandiaga Ingin Ajak Ganjar dan Prabowo Liburan ke Danau Toba https,sandiaga ajak ganjar prabowo libur danau toba,0,"['sandiaga', 'ajak', 'ganjar', 'prabowo', 'libur', 'danau', 'toba']",sandiaga ajak ganjar prabowo libur danau toba
Masyayikh dan habaib bersama Ganjar membangun Indonesia di 2024.  #GanjarCapres https,masyayikh habaib sama ganjar bangun indonesia,1,"['masyayikh', 'habaib', 'sama', 'ganjar', 'bangun', 'indonesia']",masyayikh habaib ganjar bangun indonesia
"Dalam pertemuan tersebut, Ganjar bersama para relawan serentak memakai kemeja bermotif garis hitam dan putih. https://t.co/kd8EJRdmvT",temu sebut ganjar sama rawan serentak pakai kemeja motif garis hitam putih,0,"['temu', 'sebut', 'ganjar', 'sama', 'rawan', 'serentak', 'pakai', 'kemeja', 'motif', 'garis', 'hitam', 'putih']",temu ganjar rawan serentak pakai kemeja motif garis hitam putih
@Miduk17 Apakah akan klasifikasinya juga seheboh saat pencopotan spanduk Pak Ganjar...???,akan klasifikasi heboh copot spanduk ganjar,0,"['akan', 'klasifikasi', 'heboh', 'copot', 'spanduk', 'ganjar']",klasifikasi heboh copot spanduk ganjar
"@ganjarpranowo Atos atos Bapak Ganjar.. Saat warna hitam dan putih bersinergi bisa menjadi warna kolaboratif baru ABU ABU""""",atos atos bapak ganjar warna hitam putih sinergi jadi warna kolaboratif baru,0,"['atos', 'atos', 'bapak', 'ganjar', 'warna', 'hitam', 'putih', 'sinergi', 'jadi', 'warna', 'kolaboratif', 'baru']",atos atos ganjar warna hitam putih sinergi warna kolaboratif
"@seruanhl ini strategi pdip untuk memenangkan prabowo, ganjar hanya untuk pemecah suara anis.... jika anis kalah di putaran pertama, di putaran ke dua mereka akan jadi koalisi besar, dan ganjar jadi Wapres nya.... sdh bisa di baca",strategi pdip menang prabowo ganjar untuk pecah suara anis anis kalah putar pertama putar akan jadi koalisi besar ganjar jadi wapres baca,0,"['strategi', 'pdip', 'menang', 'prabowo', 'ganjar', 'untuk', 'pecah', 'suara', 'anis', 'anis', 'kalah', 'putar', 'pertama', 'putar', 'akan', 'jadi', 'koalisi', 'besar', 'ganjar', 'jadi', 'wapres', 'baca']",strategi pdip menang prabowo ganjar pecah suara anis anis kalah putar putar koalisi ganjar wapres baca
@Ganjaran_app @ganjarpranowo Yakin bgt pak ganjar jadi presiden 2024,yakin banget ganjar jadi presiden,1,"['yakin', 'banget', 'ganjar', 'jadi', 'presiden']",banget ganjar presiden
@Ganjaran_app @ganjarpranowo sayang sama pak Ganjar deh,sayang sama ganjar,1,"['sayang', 'sama', 'ganjar']",sayang ganjar
@Ganjaran_app @ganjarpranowo keren pak Ganjar,keren ganjar,1,"['keren', 'ganjar']",keren ganjar
@Ganjaran_app @ganjarpranowo merakyat sudah pasti pak ganjar,rakyat pasti ganjar,1,"['rakyat', 'pasti', 'ganjar']",rakyat ganjar
@Ganjaran_app @ganjarpranowo pak ganjar emang luar biasa,ganjar memang luar biasa,1,"['ganjar', 'memang', 'luar', 'biasa']",ganjar
@Ganjaran_app @ganjarpranowo emng beda bgt pak ganjar,memang beda banget ganjar,1,"['memang', 'beda', 'banget', 'ganjar']",beda banget ganjar
@Ganjaran_app @ganjarpranowo hal yang seperti ini semakin yakin bahwa pak Ganjar yang akan memimpin Indonesia,seperti makin yakin ganjar akan pimpin indonesia,1,"['seperti', 'makin', 'yakin', 'ganjar', 'akan', 'pimpin', 'indonesia']",ganjar pimpin indonesia
"@KompasTV Disini masalahnya adalah unsur KKN nya,,wajar saja dipecat,saya mendukung kebijakan ganjar,bagaimana pun ini celah korupsi",sini masalah unsur wajar pecat dukung bijak ganjar bagaimana celah korupsi,1,"['sini', 'masalah', 'unsur', 'wajar', 'pecat', 'dukung', 'bijak', 'ganjar', 'bagaimana', 'celah', 'korupsi']",unsur wajar pecat dukung bijak ganjar celah korupsi
@ganjarpranowo Siaaap bergerak menangkan Ganjar Pranowo dg kostum garis hitam putih,siaaap gerak menang ganjar pranowo kostum garis hitam putih,1,"['siaaap', 'gerak', 'menang', 'ganjar', 'pranowo', 'kostum', 'garis', 'hitam', 'putih']",siaaap gerak menang ganjar pranowo kostum garis hitam putih
@Ganjaran_app @ganjarpranowo Mari kita semangat memperjuangkan ganjar sebagai presiden pilihan rakyat indonesia,kita semangat juang ganjar presiden pilih rakyat indonesia,1,"['kita', 'semangat', 'juang', 'ganjar', 'presiden', 'pilih', 'rakyat', 'indonesia']",semangat juang ganjar presiden pilih rakyat indonesia
@DokterTifa Mas Haji Ganjar lawan pak Haji Prabowo bakalan seru kayaknye kak wkwkwkwk,haji ganjar lawan haji prabowo seru kayaknye wkwkwkwk,0,"['haji', 'ganjar', 'lawan', 'haji', 'prabowo', 'seru', 'kayaknye', 'wkwkwkwk']",haji ganjar lawan haji prabowo seru kayaknye wkwkwkwk
"@VIVAcoid waduh parah ini parah sekali, mas jend besar Soedirman di samakan dg ganjar, rendah sekali, beda jauh Jendral Besar Soedirman itu pejuang kemerdekaan yg jiwa raganya di pertaruhkan utk KEMERDEKAAN bkn jabatan, woi !?! kalau ganjar yg di kejar jabatan woi !?! beda jauh !!!!",waduh parah parah sekali jendral besar soedirman sama ganjar rendah sekali beda jauh jendral besar soedirman juang merdeka jiwa raga taruh merdeka bukan jabat kalau ganjar kejar jabat beda jauh,2,"['waduh', 'parah', 'parah', 'sekali', 'jendral', 'besar', 'soedirman', 'sama', 'ganjar', 'rendah', 'sekali', 'beda', 'jauh', 'jendral', 'besar', 'soedirman', 'juang', 'merdeka', 'jiwa', 'raga', 'taruh', 'merdeka', 'bukan', 'jabat', 'kalau', 'ganjar', 'kejar', 'jabat', 'beda', 'jauh']",parah parah jendral soedirman ganjar rendah beda jendral soedirman juang merdeka jiwa raga taruh merdeka jabat ganjar kejar jabat beda
@Ganjaran_app @ganjarpranowo pak Ganjar begitu di cintai rakyatnya,ganjar cinta rakyat,1,"['ganjar', 'cinta', 'rakyat']",ganjar cinta rakyat
@Ganjaran_app @ganjarpranowo terbukti banget pak ganjar sangat merakyat,bukti banget ganjar sangat rakyat,1,"['bukti', 'banget', 'ganjar', 'sangat', 'rakyat']",bukti banget ganjar rakyat
@Hansunriko @ganjarpranowo Ganjar penerus Jokowi,ganjar terus jokowi,1,"['ganjar', 'terus', 'jokowi']",ganjar terus jokowi
@Ganjaran_app @ganjarpranowo yang bener emang milih pak Ganjar aja ??,benar memang milih ganjar,1,"['benar', 'memang', 'milih', 'ganjar']",milih ganjar
"Mantul letkol...TNI Harus Netral... Dituding Mengintimidasi,Letkol Edi Purwoko yang Perintahkan Copot Baliho Ganjar Pranowo Beri Pengakuan, Katanya... https://t.co/bTtOxufgTj",mantul letkol netral tuding intimidasi letkol purwoko perintah copot baliho ganjar pranowo beri aku kata,2,"['mantul', 'letkol', 'netral', 'tuding', 'intimidasi', 'letkol', 'purwoko', 'perintah', 'copot', 'baliho', 'ganjar', 'pranowo', 'beri', 'aku', 'kata']",mantul letkol netral tuding intimidasi letkol purwoko perintah copot baliho ganjar pranowo
"@KompasTV Bikin kaos buat ganjar, kirim anak buah buat ketemu prabowo. Mainannya vulgar. Ga elegan.",buat kaos buat ganjar kirim anak buah buat ketemu prabowo main vulgar elegan,2,"['buat', 'kaos', 'buat', 'ganjar', 'kirim', 'anak', 'buah', 'buat', 'ketemu', 'prabowo', 'main', 'vulgar', 'elegan']",kaos ganjar kirim anak buah ketemu prabowo main vulgar elegan
"@ganjarpranowo Alhamdulillah, padahal tabrakannya ngeri ... Sehat selalu Pak Ganjar agr selalu mampu melindungi &amp  membantu rakyat Indonesia",alhamdulillah padahal tabrak ngeri sehat selalu ganjar selalu mampu lindung bantu rakyat indonesia,1,"['alhamdulillah', 'padahal', 'tabrak', 'ngeri', 'sehat', 'selalu', 'ganjar', 'selalu', 'mampu', 'lindung', 'bantu', 'rakyat', 'indonesia']",alhamdulillah tabrak ngeri sehat ganjar lindung bantu rakyat indonesia
Jokowi Ogah Wariskan Proyek Mangkrak ke Prabowo-Ganjar-Anies! - CNBC Indonesia #Prabowo #BangkitBersama https,jokowi tidakmau waris proyek mangkrak prabowo ganjar anies cnbc indonesia,0,"['jokowi', 'tidakmau', 'waris', 'proyek', 'mangkrak', 'prabowo', 'ganjar', 'anies', 'cnbc', 'indonesia']",jokowi tidakmau waris proyek mangkrak prabowo ganjar anies cnbc indonesia
Berita Prabowo ,berita prabowo,0,"['berita', 'prabowo']",berita prabowo
Berita Prabowo ,berita prabowo,0,"['berita', 'prabowo']",berita prabowo
Roundup,roundup,0,['roundup'],roundup
Presiden Jokowi sepakat dukung Ganjar  #GanjarBerikanKemajuan #ganjarpilihanterbaik #GanjarPranowo #GanjarFor2024 #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe https,presiden jokowi sepakat dukung ganjar,1,"['presiden', 'jokowi', 'sepakat', 'dukung', 'ganjar']",presiden jokowi sepakat dukung ganjar
@newIding30 Yup  Dukung Ganjar untuk RI1 ??,dukung ganjar,1,"['dukung', 'ganjar']",dukung ganjar
@ekowboy2 Kebalik Blok Eko Goblok. Ganjar Elektabilitas teratas ngapain panik. Tu Junjungan Lo WAN AIBON Yang panik. WAN NGIBUL terancam gagal nyapres karena koalisinya bubar,balik blok bodoh ganjar elektabilitas atas sedangapa panik junjung kamu aibon panik bohong ancam gagal nyapres koalisi bubar,2,"['balik', 'blok', 'bodoh', 'ganjar', 'elektabilitas', 'atas', 'sedangapa', 'panik', 'junjung', 'kamu', 'aibon', 'panik', 'bohong', 'ancam', 'gagal', 'nyapres', 'koalisi', 'bubar']",blok bodoh ganjar elektabilitas sedangapa panik junjung aibon panik bohong ancam gagal nyapres koalisi bubar
@BungDenni @PartaiSocmed @ganjarpranowo @susipudjiastuti Haha ha bodol otak ya,tertawa tertawa bodoh otak,2,"['tertawa', 'tertawa', 'bodoh', 'otak']",tertawa tertawa bodoh otak
"@Miduk17 Makanya jadi orang nurut jgn ngeyel duk miduk, nih ganjar aja masih dikasih kampanya gratis di kota samsat seluruh jawa tengah, untung pendukung capres lain gak ada yg minta copot ?? https://t.co/FxzVpDI18I",makanya jadi orang nurut jangan ngeyel miduk ganjar masih kasih kampa gratis kota samsat seluruh jawa tengah untung dukung capres yang minta copot,1,"['makanya', 'jadi', 'orang', 'nurut', 'jangan', 'ngeyel', 'miduk', 'ganjar', 'masih', 'kasih', 'kampa', 'gratis', 'kota', 'samsat', 'seluruh', 'jawa', 'tengah', 'untung', 'dukung', 'capres', 'yang', 'minta', 'copot']",nurut ngeyel miduk ganjar kasih kampa gratis kota samsat jawa tengah untung dukung capres copot
"@MichelAdam9191 Itu sudah betul kalau diturunkan, relawan Ganjar jangan arogan.",betul kalau turun rawan ganjar jangan arogan,2,"['betul', 'kalau', 'turun', 'rawan', 'ganjar', 'jangan', 'arogan']",turun rawan ganjar arogan
Ganjar??,ganjar,0,['ganjar'],ganjar
Ganjar Pranowo Pemimpin yang dekat dengan para ulama  #GanjarBerikanKemajuan #ganjarpilihanterbaik #GanjarPranowo #GanjarFor2024 #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe https,ganjar pranowo pimpin dekat para ulama,1,"['ganjar', 'pranowo', 'pimpin', 'dekat', 'para', 'ulama']",ganjar pranowo pimpin ulama
"@ahlansarifudin6 @KompasTV Njir... Pungli berkedok infak itu cok, udh tepat it langkah pak ganjar",njir pungli kedok infak udah tepat langkah ganjar,2,"['njir', 'pungli', 'kedok', 'infak', 'udah', 'tepat', 'langkah', 'ganjar']",njir pungli kedok infak udah langkah ganjar
@03__nakula Baliho Ganjar mengganggu pemandangan- ngeliatnya org jadi mikirin pilem porno.   Klo baliho prabowo kagak. Wkwkwkwk,baliho ganjar ganggu pandang ngeliatnya orang jadi mikirin pilem porno kalau baliho prabowo wkwkwkwk,2,"['baliho', 'ganjar', 'ganggu', 'pandang', 'ngeliatnya', 'orang', 'jadi', 'mikirin', 'pilem', 'porno', 'kalau', 'baliho', 'prabowo', 'wkwkwkwk']",baliho ganjar ganggu pandang ngeliatnya mikirin pilem porno baliho prabowo wkwkwkwk
@Restty_cayah @jokowi yaelah kadrun masih aja posting issue murahan seperti ini ...... saat ini ramenya capres drun .... ganjar vs prabowo ...... eh anies juga ya ? ??????,yaelah kadrun saja posting murah saat ramenya capres kadrun ganjar prabowo anies,0,"['yaelah', 'kadrun', 'saja', 'posting', 'murah', 'saat', 'ramenya', 'capres', 'kadrun', 'ganjar', 'prabowo', 'anies']",yaelah kadrun posting murah ramenya capres kadrun ganjar prabowo anies
@__AnakKolong __Woiii.... @PetitahP yang bisa menentukan jadi apa tidak pk Ganjar jadi presiden itu Masyarakat .  __Trimedya atau efensi cs BUKAN penentu jadi apa tidaknya ..  ????,woiii bisa tentu jadi penjahatkelamin ganjar jadi presiden masyarakat trimedya efensi bukan tentu jadi tidak,0,"['woiii', 'bisa', 'tentu', 'jadi', 'penjahatkelamin', 'ganjar', 'jadi', 'presiden', 'masyarakat', 'trimedya', 'efensi', 'bukan', 'tentu', 'jadi', 'tidak']",woiii penjahatkelamin ganjar presiden masyarakat trimedya efensi
