full_text,text_clean,label
"@Miduk17 @mustafaagus007 @ganjarpranowo Itu mmg bener, bukan ngeles. Kok situ ngambekan? Baliho Ganjar sbg gubernur di perkantoran Pemda dan TNI juga aman2 saja",memang benar bukan kilah situ ngambekan baliho ganjar gubernur kantor pemerintahdaerah aman,1
"@VIVAcoid Klo nonton sejarah itu memang bagus dan perlu, tp apa dasar sosok  Ganjar punya kesamaan dengan Jend Sudirman?  Saya khawatir, mahasiswa mati akalnya karena jadi korban politik, dimatikan akal sehatnya.",kalau nonton sejarah memang bagus perlu dasar sosok ganjar punya sama jendral sudirman khawatir mahasiswa mati akal jadi korban politik mati akal sehat,2
"@03__nakula Baliho yang dipasang atas nama Menhan...Bukan calon presiden, jadi masih diijinkan.  Coba pasang baliho ganjar atas nama gub jateng, pasti diijinkan....  Kandangkan orang ini @Puspen_TNI. Sudah sangat menghina TNI.",baliho pasang atas nama menhan bukan calon presiden jadi diijinkan coba pasang baliho ganjar atas nama jateng diijinkan kandang orang sangat hina,2
"@ganjarpranowo Nampak jelas, bahwa Ganjar bila nanti menjadi presiden tidak bisa berpikir dan menyelesaikan masalah dengan pemikirannya Sendiri Tapi bergantung kepada Jokowi dan PDIP.  Orang seperti ini jelas tidak pantas memimpin bangsa besar yang penuh dengan berbagai masalah ini.",nampak jelas ganjar bila jadi presiden bisa pikir selesai masalah pikir sendiri gantung jokowi pdip orang jelas pantas pimpin bangsa besar penuh bagai masalah,2
"Sudah mulai me-ramai pilpres 2024. Kalo saya membuka telinga, menyaring kasak-kusuk di bawah, maka, pendukung Jokowi kayaknya banyak yg lari ke Prabowo daripada Ganjar Pranowo. Karena, dari pengamatan, sepertinya untuk jabatan presiden, Prabowo lebih greng daripada Ganjar. Begitu",mulai ramai pilpres saya buka telinga nyaring kasak kusuk bawah dukung jokowi seperti banyak lari prabowo ganjar pranowo dari amat seperti jabat presiden prabowo lebih goreng ganjar,2
@ganjarpranowo pak ganjar ini tu bagaimana ya kok kota pekalongan kotor bgt kaya ga terawat yo sedih sekali kuliah disini,ganjar bagaimana kota kalong kotor banget kaya awat sedih sekali kuliah sini,2
@cs3pm @giribatjo56 @jansen_jsp Mendingan Sule daripada ganjar kalau kayak gini,mending sule ganjar kalau gin,2
@ganjarpranowo jadi yg mau capres pak Jokowi apa ganjar sih?,jadi capres jokowi ganjar,0
Ganjar Pranowo dekat dengan ulama https,ganjar pranowo dekat ulama,1
"Ganjar Pranowo Cerita, Sering Dapat Pesan Isinya Banyak yang Marah https://t.co/3UDA4y6TjG",ganjar pranowo cerita sering pesan isi banyak marah,2
Ganjar Pranowo bersama para ulama https,ganjar pranowo sama ulama,1
@ganjarpranowo Ganjar lgi galau,ganjar galau,2
"@ganjarpranowo Itu hanya simbol Pak, coba Pak Ganjar berjanji kalau nanti terpilih jadi Presiden target utk 100 hari pertama adalah menangkap Harun Masiku, berani gak Pak.",simbol coba ganjar janji kalau pilih jadi presiden target hari pertama tangkap harun mas berani,0
Ganjar Pranowo bahas ikn dan pendidikan https,ganjar pranowo bahas didik,0
@ganjarpranowo Mantap pakdhe. Ora Ganjar ora nyoblos ??. Jgn khawatir pak . Jawa timur Jawa tengah full Ganjar menang,mantap pakdhe ganjar coblos jangan khawatir jawa timur jawa tengah full ganjar menang,1
Ganjar Ungkap Wanti-wanti Jokowi kalau Berhasil Menangi Pilpres 2024 https,ganjar ungkap wanti wanti jokowi kalau hasil tang pilpres,0
Ganjar Pranowo bersama Jokowi https,ganjar pranowo sama jokowi,1
"@vctgratisjogja @DsSupriyady @KompasTV Anda mendukung Ganjar otaknya dimana? Jelas partainya sarang koruptor""",dukung ganjar otak jelas partai sarang koruptor,2
@VIVAcoid Bang Ganjar.... minta Link bokep dong....,ganjar minta link porno,2
Ganjar Pranowo tingkatkan IPM https,ganjar pranowo tingkat,1
@ganjarpranowo Pakde Ganjar emg joossss gandos cpt tanggap dgn keadaan,pakde ganjar memang gandos tanggap ada,1
Sinyal Kuat Airlangga Hartarto - Ganjar Pranowo #golkar #golkarindonesia #airlanggahartarto #ganjarpranowo https,sinyal kuat airlangga hartarto ganjar pranowo,0
Ganjar Pranowo bentuk desa anti Korupsi https,ganjar pranowo bentuk desa anti korupsi,0
"@Hasbil_Lbs @ganjarpranowo Purnawirawan TNI - POLRI termasuk Keluarga Besarnya di Jawa Tengah. Mendukung Anies Baswedan pada Pilpres 2024.  Suara Ganjar sudah mulai tergerus di Jateng"" Calon pemimpin yang tidak punya Gagasan dan Wawasan Geopolitik Global. Ganjar seperti boneka hidup. https://t.co/HryBwFe1pm""",purnawirawan polri masuk keluarga besar jawa tengah dukung anies baswedan pilpres suara ganjar mulai gerus jateng calon pimpin tidak punya gagas wawas geopolitik global ganjar boneka hidup,2
"Dihadapan Relawannya, Ganjar Pranowo: Ikhlaskan Kalau Ada Bagian Dari Kita Pindah ke Kamar Sebelah https://t.co/4hXn00YYes",hadap rawan ganjar pranowo ikhlas kalau bagi kita pindah kamar belah,0
@Nikmatul_Sg @Dennysiregar7 @Verraagustian_ L3bih keren lgi si ganjar pakai rompi oren e ktp,keren ganjar pakai rompi oren,2
"@BambangNoeryan4 Kalau GANJAR, pasti PAHAM...",kalau ganjar paham,0
"@detikcom Kerapatan pola yg digunakan Pak Ganjar &amp  tim kampanye itu berbeda. Klo tim kampanye mmg desainnya sgt mirip dg tahanan Nazi.  Kenapa ngga batik / yg jauh lebih casual bahkan, kan Pak Ganjar suka olahraga, klo desain ini kaya org sakit"" atau karena skrg jrg lari jdinya sakit ya?""",rapat pola guna ganjar kampanye beda kalau kampanye memang desain sangat mirip tahan nazi tidak batik jauh lebih casual bahkan ganjar suka olahraga kalau desain kaya orang sakit karena sekarang lari jadi sakit,2
"@Cintada16 @jokowi Dulu, pak Jokowi  Syibolnya KOTAK2 Setelah pak Jokowi menang dan tujuan sudah tercapai, sekarang penerusnya Pak Ganjar Syimbolnya dipertegas dengan GARIS garis.",dulu jokowi syibolnya kotak jokowi menang tuju capai sekarang terus ganjar syimbolnya tegas garis garis,1
Beduke wes di tabuh Pak... siap menjalankan Panggilan utk Negara dan Bangsa serta kemanusiaan...satu Putaran utk Pak Ganjar https,beduk tabuh siap jalan panggil negara bangsa manusia satu putar ganjar,1
"@KompasTV Aku kurang cocok dengan Ganjar, tapi langkah ini aku setuju. Komite sekolah lebih terasa menjadi alat  kepanjangan (kepala) sekolah daripada penyalur aspirasi ortu wali murid.",kurang cocok ganjar langkah tuju komite sekolah lebih asa jadi alat panjang kepala sekolah salur aspirasi orangtua wali murid,2
"@tanyarlfes Sapi busuk aja dibongkar lagi buat dijarah, semiskin itu mental rakyat kita, revolusi mental apaan? @Kemdikbud_RI @jokowi @mohmahfudmd @DivHumas_Polri @PDI_Perjuangan @ganjar",sapi busuk bongkar buat jarah miskin mental rakyat revolusi mental,2
"Menguak Baju Kampanye Ganjar Garis Lurus Hitam Putih, Didesain Jokowi hingga Maknanya https://t.co/n2fnpYEgJZ",uak baju kampanye ganjar garis lurus hitam putih desain jokowi hingga makna,0
@AndiSinulingga Kurang update nih caleg gagal... Ganjar gak sekali ini copot Kepsek dan kepala dinas....,kurang update caleg gagal ganjar sekali copot kepalasekolah kepala dinas,2
Ganjar mengaku mendapat PR dari Jokowi terkait urusan politik Tanah Air. https,ganjar aku dapat jokowi kait urus politik tanah,0
Kok kamu aneh???.  Bobby kan dapat tugas bertanya kepada Pak Prabowo bukan kepada Pak Ganjar.,kamu aneh bobby tugas tanya prabowo bukan ganjar,0
@tvOneNews Kalo sudah urusan Ganjar semua cepat bertindak,sudah urus ganjar semua cepat tindak,0
Ganjar Pranowo Pemimpin Terbaik #GanjarPresiden https,ganjar pranowo pimpin baik,1
"@__AnakKolong Mereka lupa dulu Jokowi juga menghadapi penolakan yg sama dari internal partai, jadi clear jalan dan tantantangan Ganjar mirip Jokowi.??",lupa dulu jokowi hadap tolak sama internal partai jadi clear jalan tantantangan ganjar mirip jokowi,1
"@Ganjaran_app @ganjarpranowo Sehat slalu pak Ganjar ....In Sya Allah lancar menuju R1 .....Aamiin yra.""",sehat slalu ganjar allah lancar tuju aamiin,1
@CNNIndonesia Kalo sdh buat baju tempur ternyata gak jadi Nyalon karena di evaluasi oleh Bu Mega trs gimana Pak Ganjar?,buat baju tempur nyata jadi nyalon evaluasi mega terus bagaimana ganjar,0
"@geloraco Jnganlah, kasian den ganjar uda lari mraton senusantara",jnganlah kasi ganjar lari mraton nusantara,2
@yusuf_dumdum Njaar..ganjar...bener2  boneka manja. baju saja dibuatkan pak de..,anjing ganjar benar boneka manja baju buat,2
Not a fan of Ganjar. Tapi kalo pns pungli lu masih bela ya tolol wkwkkwkw,menjadiseseorang ganjar jika pungli kamu bela tolol wkwkkwkw,0
"@VIVAcoid Ini artinya Pak Jokowi tak pandang bulu...meskipun orang2 yg mendukung beliau, tetep diadili jika salah...pokoknya Pak Jokowi selalu di hati kami, dan in syaa Allah tahun depan kepemimpinan beliau akan dilanjutkan oleh Pak Ganjar, in syaa Allah demi Indonesia Maju dan Berdikari??",arti jokowi pandang bulu meski orang dukung beliau tetap adil salah pokok jokowi selalu hati insya allah tahun depan pimpin beliau lanjut ganjar insya allah indonesia maju berdiridiataskakisendiri,1
Ganjar Pranowo membahas masa depan bangsa bersama Gus Mus dan Gus Bwha #GanjarCapres https,ganjar pranowo bahas masa depan bangsa sama bwha,1
Usut Punya Usut Prabowo Akan Dapat Tiket Capres PDIP Gantikan Ganjar? https,usut punya usut prabowo dapat tiket capres pdip ganti ganjar,0
"@detikcom Waduh, kemeja gue yg begini harus gue simpan atau bakar aja ah.. jadi males make nya,ntar di kira penduduk Ganjar..????",waduh kemeja begini simpan bakar jadi malas make kira duduk ganjar,2
"@mblengkung @merapi_uncover @ganjarpranowo @humasjateng @provjateng @Kemdikbud_RI @detikcom @kompascom @KompasTV @hariankompas @SCTV @Liputan6SCTV @Official_MNCTV @MNCupdate @MNCkoranSINDO @cnbcindonesia @cn Dan sayangnya tidak ada respon dari Ganjar akan masalah ini. Padahal gubernur Jawa Barat sudah tegas bertindak pada pelaku kecurangan PPDB SMA di Jabar. Jateng kok memble, opo mergo meh nyapres ??? Sabaaar nggih mas ??",sayang respon ganjar masalah padahal gubernur jawa barat tegas tindak laku curang penerimaanpesertadidikbaru sama jabar jateng memble nyapres sabar,2
"Ganjar Pranowo bertemu dengan puluhan Masyayikh dan Habaib se Indonesia di Pondok Pesantren Al Anwar Serang, Kab. Rembang #GanjarCapres https://t.co/ty5sRkLaV5",ganjar pranowo temu puluh masyayikh habaib indonesia pondok pesantren anwar serang kabupaten rembang,1
@alisyarief cocok kan ganjar tahanan korupsi,cocok ganjar tahan korupsi,2
"@CNNIndonesia Lines of dangerous .garis garis ke hancuran di wariskan jokowi ke Ganjar hutang luar negri yg meroket ,rakyat dan anak cucu cicit kita harus membayar .yg menikmati super rich 1 % setan kapitalis .garis garis kematian  kriminal demokrasi",les bahaya garis garis hancur waris jokowi ganjar hutang luar negri roket rakyat anak cucu cicit harus bayar nikmat super kaya setan kapitalis garis garis mati kriminal demokrasi,2
"@ganjarpranowo memiliki visi misi yang sama dengan Pak Jokowi untuk keberlangsungan pembangunan menuju Indonesia Emas pada 2045.   Masyarakat siap dipimpin Ganjar, bersama Ganjar Indonesia menjadi negara yang makmur, aman, dan sejahtera.  Keysia Dingin Bali Tidur Binus https://t.co/UbsIwrNWdU",milik visi misi sama jokowi langsung bangun tuju indonesia emas masyarakat siap pimpin ganjar sama ganjar indonesia jadi negara makmur aman sejahtera dingin bal tidur bus,1
"Baliho ganjar: TURUNKAN! tanpa disuruh  Baliho prabowo: oh, ada laporan masyarakat, kami akan turunkan  Ngerti bedanya? Netralitas itu apa???????",baliho ganjar turun suruh baliho prabowo lapor masyarakat akan turun erti beda netralitas,2
Ganjar Pranowo membahas pembangunan IKN Nusantara serta isu pendidikan dengan para Masyayikh dan Habaib #GanjarCapres https,ganjar pranowo bahas bangun nusantara didik para masyayikh habaib,1
"@ganjarpranowo Masih MU kan pak? Bagi donk kemeja garis lurusnya.. Semoga sukses pak, aku dan klg pilih pak Ganjar.",bagi kemeja garis lurus moga sukses pilih ganjar,1
Poor Ganjar ?? https,poor ganjar,2
@Gus_Raharjo Mana bisa vro.... bowo bukan tipe yabg mau mendengar sperti pak ganjar wkwk...  pemimpin jadul...maunya monolog trus...,mana bowo bukan tipe dengar sperti ganjar tertawa pimpin jamandulu mau monolog terus,1
"@DokterTifa @DokterTifa heran deh, sakit hatimu ke Ganjar kayaknya sdh sampai ke ubun ubun, sampai kau jualan nama Allah dan kau lukai hati org Jawa demi agenda pribadimu sebagai penjilat capres junjunganmu. Tunggu saja pembalasan dari Tuhan, atau balasan orang Jawa yg kau sakiti hatinya.",heran sakit hati ganjar seperti ubun ubun kamu jual nama allah kamu luka hati orang jawa agenda pribadi jilat capres junjung tunggu balas tuhan balas orang jawa kamu sakit hati,2
"DISAIN BAJU HITAM PUTIH KAYAK SELIMUT UNTUK CAWAPRES GANJAR,,,PAS SEKALI DI DISAIN JOKOWI..  bermakna...apa pun yg dilakukan oleh pdip dan rejim pki hanya akan meninggalkan jejak hitam yg kelam di atas putihnya hati nurani rakyat...apakah bajingan2 tsb yg akan kalian pilih ???",desain baju hitam putih selimut cawapres ganjar sekali desain jokowi makna laku pdip rejim partaikomunisindonesia akan tinggal jejak hitam kelam atas putih hati nurani rakyat bajing akan kalian pilih,2
"Survei Capres dan Cawapres 2024 Terbaru Juli 2023, Elektabilitas Capres Prabowo, Ganjar, dan Anies   https://t.co/eVFXDGy6fg lewat @tribunnews   #surveicapres #elektabilitascapres #prabowo #ganjar #anies",survei capres cawapres baru juli elektabilitas capres prabowo ganjar anies lewat,0
@NajarSiregar @gus_dibyo @ganjarpranowo Den ganjar Mendadak MINGKEM.. ??  Piye iki ????,ganjar dadak diam bagaimana,2
"@Dennysiregar7 Sesama Buzzer tuh selalu beda pendapat, @kurawa bilang kemeja terbaru ganjar warna hitam putih seperti selimut RS, sedangkan Om den bilang sudah benar"", kalian sebenernya satu pembina atau beda pembina om om ??""",sama buzzer selalu beda dapat bilang kemeja baru ganjar warna hitam putih selimut bilang benar kalian benar satu bina beda bina,0
"@03__nakula lah kok nesu su... lapo loh,. wes jelas ganjar gk duwe prestasi ko nesu su.asu",rajuk jelas ganjar punya prestasi rajuk,2
@Dennysiregar7 Ganjar mulai di tinggalkan..hahha,ganjar mulai tinggal hahha,2
"Ganjar Pranowo menyebutkan desa anti korupsi di Jateng, bentuk dukungan kepada KPK #GanjarCapres https://t.co/5rrgB1goCd",ganjar pranowo sebut desa anti korupsi jateng bentuk dukung,0
Keberhasilan @ganjarpranowo memimpin Jateng dapat menjadi cerminan dalam memimpin Indobesia . Masyarakat siap dipimpin pak Ganjar karena dinilai paling tepat memimpin Indonesia dalam mewujudkan visi Indonesia Emas 2045.  Keysia Dingin Bali Tidur Binus https,hasil pimpin jateng jadi cermin pimpin indobesia masyarakat siap pimpin ganjar nilai paling tepat pimpin indonesia wujud visi indonesia emas dingin bal tidur bus,1
"Masyarakat menilai, Ganjar Pranowo semakin dipercaya lanjutkan togak kepemimpinan Indonesia #GanjarCapres https://t.co/8sZoDYpiPu",masyarakat nilai ganjar pranowo makin percaya lanjut tonggak pimpin indonesia,1
"Masuknya Relawan Jokowi dalam Kabinet, Berpotensi Ganggu Pemenangan Ganjar https://t.co/v6JRY6uljJ",masuk rawan jokowi kabinet potensi ganggu menang ganjar,0
"Ganjar Pranowo bisa mempersatukan umat islam berbagai ormas dan yang  berbeda keyakinan ,  mampu menjaga toleransi  Serta mampu &amp  berani melanjutkan pembangunan demi menjadi negara maju , sejahtera berkeadilan.",ganjar pranowo satu umat islam bagai ormas beda yakin mampu jaga toleransi mampu berani lanjut bangun jadi negara maju sejahtera adil,1
"The next presiden Indonesia, Ganjar Pranowo tekankan prinsip tidak berbohonh dan tidak korupsi... Komitmen!! #GanjarCapres https://t.co/yZ53PzmsQC",lanjut presiden indonesia ganjar pranowo tekan prinsip bohong korupsi komitmen,1
@Dennysiregar7 @budimandjatmiko ooh jadi dia tau ganjar bakal kalah ya makanya dia say hello dgn prabowo,jadi tahu ganjar bakal kalah makanya hello prabowo,2
Aplikasi Jalan Cantik yg diluncurkan Gubernur Jateng Ganjar Pranowo dipuji &amp  diapresiasi warga. Kehadiran aplikasi tsb memberikan kemudahan kpd masyarakat utk membuat laporan &amp  mempercepat proses perbaikan jalan rusak. Pak Ganjar memang brillian.  Keysia Dingin Bali Tidur Binus https,aplikasi jalan cantik luncur gubernur jateng ganjar pranowo puji apresiasi warga hadir aplikasi beri mudah masyarakat buat lapor cepat proses baik jalan rusak ganjar memang brillian dingin bal tidur bus,1
@Ganjaran_app @jokowi @ganjarpranowo Pak Ganjar terlihat sangat bahagia memakai baju yang di desain oleh pak Jokowi ??,ganjar lihat sangat bahagia pakai baju desain jokowi,0
Aplikasi jalan cantik yang diluncurkan Ganjar dipuji warga. Laporan tentang jalan rusak melalui aplikasi Jalan Cantik direspons cepat. Adapun Jalan Cantik merupakan aplikasi yang dimiliki oleh Pemerintah Provinsi Jawa Tengah. Keysia Dingin Bali Tidur Binus https,aplikasi jalan cantik luncur ganjar puji warga lapor jalan rusak lalu aplikasi jalan cantik respons cepat adapun jalan cantik rupa aplikasi milik perintah provinsi jawa tengah dingin bal tidur bus,1
Keberhasilan Ganjar Pranowo memimpin Jateng selama 2 periode tercermin dari segenap prestasi dan juga kinerja yg di apresiasi oleh byk  lembaga &amp  kementerian.  Keberhasilannya dlm memimpin jateng ini menjadi cerminan Ganjar jika memimpin Indonesia.  Keysia Dingin Bali Tidur Binus https,hasil ganjar pranowo pimpin jateng lama periode cermin segenap prestasi kerja apresiasi banyak lembaga menteri hasil pimpin jateng jadi cermin ganjar pimpin indonesia dingin bal tidur bus,1
@ilhampurnama887 masalahnya agama juga dijadikan bisnis mas????. baik dari radikal maupun moderat apalagi musim pemilu pasti bawa-bawa agama biar menarik simpatisan yang fanatik beragama kaya baru-baru ini anies dianggap imam mahdi dan ganjar keturunan nabi????,masalah agama jadi bisnis baik radikal maupun moderat musim milu bawa bawa agama tarik simpatisan fanatik agama kaya baru baru anies anggap imam mahdi ganjar turun nabi,2
Diserang Lima Kubu,serang lima kubu,2
@anon_sialan Ganjar setingkat lebih lucu dari Aldi Taher,ganjar tingkat lebih lucu aldi taher,2
@Ganjaran_app @jokowi @ganjarpranowo Pak Jokowi selalu mensupport pak Ganjar,jokowi selalu dukung ganjar,1
"@Miduk17 @Yopiluthfi2 Kalo bukan baliho Ganjar yg di turun kan pasti di dukung,tapi ini baliho Ganjar,pujaan mereka.",bukan baliho ganjar turun dukung baliho ganjar puja,2
